state,area (sq. mi),abbreviation,state_abrv,ages,year,population,density
District of Columbia,68,DC,DC,total,2008,580236.0,8532.882352941177
District of Columbia,68,DC,DC,under18,2008,102257.0,1503.7794117647059
District of Columbia,68,DC,DC,total,2005,567136.0,8340.235294117647
District of Columbia,68,DC,DC,under18,2005,107187.0,1576.2794117647059
District of Columbia,68,DC,DC,total,2006,570681.0,8392.367647058823
District of Columbia,68,DC,DC,under18,2006,105651.0,1553.6911764705883
District of Columbia,68,DC,DC,total,2003,568502.0,8360.323529411764
District of Columbia,68,DC,DC,under18,2003,111403.0,1638.2794117647059
District of Columbia,68,DC,DC,total,2004,567754.0,8349.323529411764
District of Columbia,68,DC,DC,under18,2004,109756.0,1614.0588235294117
District of Columbia,68,DC,DC,total,2001,574504.0,8448.588235294117
District of Columbia,68,DC,DC,under18,2001,114625.0,1685.6617647058824
District of Columbia,68,DC,DC,total,2002,573158.0,8428.79411764706
District of Columbia,68,DC,DC,under18,2002,113822.0,1673.8529411764705
District of Columbia,68,DC,DC,total,1999,570220.0,8385.588235294117
District of Columbia,68,DC,DC,under18,1999,115003.0,1691.2205882352941
District of Columbia,68,DC,DC,total,2000,572046.0,8412.441176470587
District of Columbia,68,DC,DC,under18,2000,114503.0,1683.8676470588234
District of Columbia,68,DC,DC,under18,1998,113839.0,1674.1029411764705
District of Columbia,68,DC,DC,total,1998,565232.0,8312.235294117647
District of Columbia,68,DC,DC,under18,1997,119531.0,1757.8088235294117
District of Columbia,68,DC,DC,total,1997,567739.0,8349.10294117647
District of Columbia,68,DC,DC,under18,1996,121210.0,1782.5
District of Columbia,68,DC,DC,total,1996,572379.0,8417.338235294117
District of Columbia,68,DC,DC,total,1995,580519.0,8537.04411764706
District of Columbia,68,DC,DC,under18,1995,123620.0,1817.9411764705883
District of Columbia,68,DC,DC,total,1993,595302.0,8754.441176470587
District of Columbia,68,DC,DC,under18,1993,120471.0,1771.6323529411766
District of Columbia,68,DC,DC,under18,1994,122170.0,1796.6176470588234
District of Columbia,68,DC,DC,total,1994,589240.0,8665.29411764706
District of Columbia,68,DC,DC,total,1991,600870.0,8836.323529411764
District of Columbia,68,DC,DC,under18,1991,116825.0,1718.014705882353
District of Columbia,68,DC,DC,under18,1992,118636.0,1744.6470588235295
District of Columbia,68,DC,DC,total,1992,597567.0,8787.75
District of Columbia,68,DC,DC,under18,1990,112632.0,1656.3529411764705
District of Columbia,68,DC,DC,total,1990,605321.0,8901.779411764706
